PROVIDER_NUMBER,FYB,FYE,STATUS,C000001_20000_00500,C000001_20000_00600,C000001_20000_00700
181311,01-JAN-23,31-DEC-23,As Submitted,,3153992,91243786
181315,01-OCT-22,30-SEP-23,Amended,,14665294,64007717
181319,01-JAN-23,31-DEC-23,As Submitted,26612405,5873794,52541600
181320,01-JAN-23,31-DEC-23,As Submitted,,8687733,34266107
181321,01-NOV-22,31-OCT-23,As Submitted,,4425378,34431391
181323,01-OCT-22,30-SEP-23,As Submitted,,9140084,133078783
181327,01-JAN-23,31-DEC-23,As Submitted,,3488490,28561860
183028,01-JAN-23,31-DEC-23,As Submitted,12318123,20891190,19879
183029,01-JAN-23,31-DEC-23,As Submitted,28792267,52724223,3237983
183030,01-JAN-23,31-DEC-23,As Submitted,21168110,36866462,2404324
183032,03-AUG-23,31-DEC-23,As Submitted,4723760,7800309,
184006,01-JAN-23,31-DEC-23,As Submitted,45335610,87887800,8391625
184007,01-JAN-23,31-DEC-23,As Submitted,18983294,36853200,5833800
184008,01-JAN-23,31-DEC-23,As Submitted,19073227,43468417,6489665
184009,01-JAN-23,31-DEC-23,Settled,21094635,45039272,6374624
184014,01-JAN-23,31-DEC-23,As Submitted,14739020,29284200,1802800
184017,01-JAN-23,31-DEC-23,Settled,21079398,60075000,3389237
190002,01-OCT-22,30-SEP-23,As Submitted,492029135,1439316089,1318498757
190004,01-OCT-22,30-SEP-23,As Submitted,165937870,275287588,854034120
190005,01-JAN-23,31-DEC-23,As Submitted,607457419,1254438841,1226372683
190014,01-JAN-23,31-DEC-23,As Submitted,40076718,62108419,216424599
190025,01-JAN-23,31-DEC-23,As Submitted,35016921,39172775,102942988
190026,01-JAN-23,31-DEC-23,As Submitted,228140475,1804735621,1039627988
190034,01-JAN-23,31-DEC-23,As Submitted,62072377,54353601,135615604
190036,01-JAN-23,31-DEC-23,As Submitted,1893600765,3592735995,5975869480
190039,01-JAN-23,31-DEC-23,As Submitted,294107366,730723780,1018534831
190040,01-JAN-23,31-DEC-23,As Submitted,253525395,615707644,1155620770
190044,01-OCT-22,30-SEP-23,As Submitted,51906502,61928309,175798365
190050,01-NOV-22,31-OCT-23,As Submitted,55876634,27813555,181969503
190053,01-DEC-22,30-NOV-23,As Submitted,59849621,45290385,96877755
190054,01-OCT-22,30-SEP-23,As Submitted,91989640,161816733,263966738
190060,01-JAN-23,31-DEC-23,As Submitted,299186290,541601192,905347541
190065,01-OCT-22,30-SEP-23,As Submitted,400650741,591297129,849733432
190081,01-JAN-23,28-DEC-23,As Submitted,27425187,15413636,43812409
190086,01-OCT-22,30-SEP-23,As Submitted,55399095,152259356,176736718
190111,01-OCT-22,30-SEP-23,As Submitted,889585773,1835405527,2187111713
190118,01-OCT-22,30-SEP-23,As Submitted,28538038,4406483,72107950
190128,01-OCT-22,30-SEP-23,As Submitted,337925992,350241624,445198780
190145,01-OCT-22,30-SEP-23,As Submitted,26678118,21439773,33746480
190151,01-OCT-22,30-SEP-23,As Submitted,23160739,6018888,47440001
190167,01-OCT-22,30-SEP-23,As Submitted,37295369,59495012,125236925
190176,01-JAN-23,31-DEC-23,As Submitted,853637130,3225729632,2947131683
190190,01-JAN-23,31-DEC-23,As Submitted,13024764,17437234,8827372
190202,01-OCT-22,30-SEP-23,As Submitted,369833519,306735333,1074048376
190204,01-APR-23,30-JUN-23,As Submitted,27232600,27932197,97571214
190245,01-JAN-23,31-DEC-23,As Submitted,31181833,4574022,118400634
190251,01-JAN-23,31-DEC-23,As Submitted,39950489,14542709,125662843
190255,01-JAN-23,31-DEC-23,As Submitted,45201645,11642856,224376799
190256,01-JAN-23,31-DEC-23,As Submitted,20048295,43856636,104118875
190259,01-JAN-23,31-DEC-23,As Submitted,47083957,39155755,126685157
190266,01-JAN-23,31-DEC-23,As Submitted,37069469,149438637,96590780
190267,01-JAN-23,31-DEC-23,As Submitted,53444148,103034149,248475545
190270,01-JAN-23,31-DEC-23,As Submitted,33729376,54368735,114435508
190300,01-JAN-23,31-DEC-23,As Submitted,26817534,93280787,72270346
190302,01-JAN-23,31-DEC-23,As Submitted,9327581,693877,3703969
190303,01-JAN-23,31-DEC-23,As Submitted,34350122,48149294,156765011
190308,01-JAN-23,31-DEC-23,As Submitted,42812035,27332002,124225074
190313,01-JAN-23,31-DEC-23,As Submitted,68193291,42818258,197216874
190316,01-OCT-22,30-SEP-23,As Submitted,42067316,37065192,52635869
190318,01-OCT-22,30-SEP-23,As Submitted,39298351,59517496,153717107
191300,01-NOV-22,31-OCT-23,As Submitted,,1697774,7052465
191302,01-OCT-22,30-SEP-23,As Submitted,,24615040,97228668
191303,01-JUL-23,02-AUG-23,As Submitted,,,1132247
191306,01-NOV-22,31-OCT-23,As Submitted,,1802942,31061447
191307,01-JAN-23,31-DEC-23,As Submitted,15002928,8871072,11377189
191309,01-OCT-22,30-SEP-23,As Submitted,,9528746,25225382
191310,01-OCT-22,30-SEP-23,As Submitted,,6889924,33976232
191313,01-JAN-23,31-DEC-23,As Submitted,,4398165,70426447
191314,01-JAN-23,31-DEC-23,As Submitted,,2536650,23343234
191315,01-OCT-22,30-SEP-23,As Submitted,44524218,17505930,67898962
191316,01-NOV-22,31-OCT-23,As Submitted,,5968772,31031563
191317,01-OCT-22,30-SEP-23,As Submitted,,9690353,27637751
191318,01-OCT-22,30-SEP-23,As Submitted,,14088472,80833558
191322,01-OCT-22,30-SEP-23,As Submitted,24127761,11700374,29065534
191323,01-OCT-22,30-SEP-23,As Submitted,,19955373,18001093
191324,01-JAN-23,31-DEC-23,As Submitted,46048863,19474792,117390758
192029,01-JAN-23,31-DEC-23,As Submitted,8673642,26497150,
192034,01-SEP-23,29-DEC-23,As Submitted,1669474,2359110,
192036,01-JAN-23,31-DEC-23,As Submitted,13758693,42609527,374
192048,01-JAN-23,31-DEC-23,As Submitted,16980363,48153407,4358890
192057,01-JAN-23,31-DEC-23,As Submitted,8058193,15303565,
193028,01-OCT-22,30-SEP-23,As Submitted,16362351,20596898,34975983
193031,01-JAN-23,31-DEC-23,As Submitted,12856221,21502175,1881
193069,01-JAN-23,31-DEC-23,As Submitted,8635535,16253293,3019501
193078,01-JAN-23,31-DEC-23,As Submitted,10100513,14925897,
193079,01-JAN-23,31-DEC-23,As Submitted,9978526,10586077,
193080,01-JAN-23,31-DEC-23,As Submitted,4757686,6036894,310565
193090,01-JAN-23,31-DEC-23,As Submitted,8816919,25925573,
193099,01-JAN-23,31-DEC-23,As Submitted,25445704,96978110,
193300,01-JAN-23,31-DEC-23,As Submitted,,846296225,696754311
194020,01-JAN-23,31-DEC-23,As Submitted,38161044,150390950,12873525
194022,01-JAN-23,31-DEC-23,As Submitted,23518237,99830600,4262800
194031,01-JAN-23,31-DEC-23,Settled,20622460,56518691,3411947
194044,01-JAN-23,31-DEC-23,As Submitted,16613866,55421200,1148762
194069,01-JAN-23,31-DEC-23,As Submitted,16546984,56539648,3130756
194073,01-JAN-23,31-DEC-23,As Submitted,10282232,20683273,4623750
194074,01-JAN-23,31-DEC-23,As Submitted,3165814,15582066,1071609
194080,01-JAN-23,31-DEC-23,As Submitted,6095556,9449300,1568350
194081,01-JAN-23,31-DEC-23,As Submitted,5088845,10003660,1854000
194083,01-JAN-23,31-DEC-23,As Submitted,8370221,10644300,2556643
194084,01-JAN-23,31-DEC-23,As Submitted,12403588,17163365,4550250
194086,01-JAN-23,31-DEC-23,As Submitted,16512435,30107123,7026899
194087,01-JAN-23,31-DEC-23,As Submitted,6392998,17720758,1586900
194088,01-JAN-23,31-DEC-23,As Submitted,9545052,15483680,5045100
194089,01-JAN-23,31-DEC-23,As Submitted,7658074,8058638,8482508
194090,01-JAN-23,31-DEC-23,As Submitted,5864462,10795652,2637300
194091,01-JAN-23,31-DEC-23,As Submitted,12438958,28565224,4843077
194094,01-JAN-23,31-DEC-23,As Submitted,8834355,20562267,5060235
194095,01-JAN-23,31-DEC-23,As Submitted,6272642,10902175,4382550
194096,01-JAN-23,31-DEC-23,As Submitted,6549407,12703022,2624996
194098,01-JAN-23,31-DEC-23,As Submitted,19491576,39424990,4331820
194102,01-JAN-23,31-DEC-23,As Submitted,6707522,9555196,5573625
194103,01-OCT-22,30-SEP-23,As Submitted,12496345,16721900,27597938
194105,01-JAN-23,31-DEC-23,As Submitted,4250469,15920100,4552800
194106,01-JAN-23,31-DEC-23,As Submitted,8837930,9743911,4496300
194107,01-OCT-22,30-SEP-23,Settled,6494193,14018100,130185
194109,01-JAN-23,31-DEC-23,As Submitted,4003469,5272784,2255090
194112,01-JAN-23,31-DEC-23,As Submitted,6163338,8348250,4000675
194113,01-JAN-23,31-DEC-23,As Submitted,9040777,18722000,834200
194114,01-JAN-23,31-DEC-23,As Submitted,17151469,63259200,460200
194115,01-JAN-23,31-DEC-23,As Submitted,6901825,1899801,5376466
194116,01-JAN-23,31-DEC-23,As Submitted,21100600,39772367,3473850
194117,01-JAN-23,31-DEC-23,As Submitted,5278892,14423879,432300
200001,01-JAN-23,31-DEC-23,As Submitted,162500224,149157084,326782840
200008,01-OCT-22,30-SEP-23,As Submitted,239863347,171913218,464326229
200009,01-OCT-22,30-SEP-23,As Submitted,1386491084,2295839765,1705440647
200018,01-OCT-22,30-SEP-23,As Submitted,143000051,95279300,346279395
200019,01-OCT-22,30-SEP-23,As Submitted,319673470,272802821,572145683
200020,01-JAN-23,31-DEC-23,As Submitted,162447562,94623900,344807345
200021,01-OCT-22,30-SEP-23,As Submitted,218972040,163380874,395572413
200031,01-JAN-23,31-DEC-23,As Submitted,55225856,30951791,114173412
200033,01-OCT-22,30-SEP-23,As Submitted,828402705,1077101689,1167422510
200034,01-JAN-23,31-DEC-23,As Submitted,206733527,175891679,393716745
200037,01-OCT-22,30-SEP-23,As Submitted,117305263,53151980,215446898
200041,01-OCT-22,30-SEP-23,As Submitted,67430032,36548694,121717893
200050,01-OCT-22,30-SEP-23,As Submitted,102843029,65553733,209462780
200052,01-OCT-22,30-SEP-23,As Submitted,59455281,34083812,61855595
200063,01-OCT-22,30-SEP-23,As Submitted,170076570,116261129,287760221
201300,01-OCT-22,30-SEP-23,As Submitted,,10159374,56524659
201301,01-OCT-22,30-SEP-23,As Submitted,,4430361,21116338
201302,01-OCT-22,30-SEP-23,As Submitted,111506547,37991573,154920122
201303,01-JAN-23,31-DEC-23,As Submitted,,4640390,33083066
201305,01-JAN-23,31-DEC-23,As Submitted,,5362199,36744744
201308,01-OCT-22,30-SEP-23,As Submitted,,15245378,68057466
201309,01-OCT-22,30-SEP-23,As Submitted,,14995207,93089360
201311,01-JAN-23,31-DEC-23,As Submitted,,11922027,85646887
201312,01-OCT-22,30-SEP-23,As Submitted,,32064665,183566048
201313,01-OCT-22,30-SEP-23,As Submitted,,20869593,84196429
201315,01-OCT-22,30-SEP-23,As Submitted,,33981702,153250531
203025,01-JAN-23,31-DEC-23,As Submitted,32033634,55982371,3674282
204005,01-OCT-22,30-SEP-23,As Submitted,65283929,73627222,5578041
204006,01-OCT-22,30-SEP-23,Settled,55014046,71796402,15812674
210016,01-JAN-23,31-DEC-23,As Submitted,290310044,244182016,115121749
210017,01-JAN-23,31-DEC-23,As Submitted,57663424,31630518,61110482
210057,01-JAN-23,31-DEC-23,As Submitted,391559637,352205845,200932054
210060,01-JAN-23,31-DEC-23,As Submitted,52029257,36266718,28496192
213028,01-JAN-23,31-DEC-23,As Submitted,27167691,54723808,
213029,01-JAN-23,31-DEC-23,As Submitted,70559291,94686934,23019847
220001,01-OCT-22,30-SEP-23,As Submitted,231232799,281057977,555412188
220002,01-OCT-22,30-SEP-23,As Submitted,356587046,209263962,438928453
220008,01-OCT-22,30-SEP-23,As Submitted,246737006,152932051,365464926
220010,01-OCT-22,30-SEP-23,As Submitted,277339657,259387438,395308777
220012,01-OCT-22,30-SEP-23,As Submitted,574474623,548810599,1004162874
220015,01-OCT-22,30-SEP-23,As Submitted,228984287,168824353,539501585
220016,01-OCT-22,30-SEP-23,As Submitted,115917552,88857534,232358828
220017,01-JAN-23,31-DEC-23,As Submitted,110511915,59201655,119467563
220019,01-OCT-22,30-SEP-23,As Submitted,152142031,112075169,364202270
220020,01-JAN-23,31-DEC-23,As Submitted,305599642,302405576,552149300
220024,01-OCT-22,30-SEP-23,As Submitted,199720675,152795664,382416468
220029,01-OCT-22,30-SEP-23,As Submitted,156943317,82874625,226691538
220030,01-OCT-22,30-SEP-23,As Submitted,99830044,77145973,180425524
220031,01-OCT-22,30-SEP-23,As Submitted,1607714697,1199862928,2305688552
220033,01-OCT-22,30-SEP-23,As Submitted,420183754,346377812,733451465
220035,01-OCT-22,30-SEP-23,As Submitted,549280479,747003275,1115987216
220036,01-JAN-23,31-DEC-23,As Submitted,401389130,474958287,285664138
220046,01-OCT-22,30-SEP-23,As Submitted,492947086,321928168,878489020
220049,01-OCT-22,30-SEP-23,As Submitted,100874533,108056515,277488965
220052,01-OCT-22,30-SEP-23,As Submitted,285587738,128007739,419933018
220060,01-OCT-22,30-SEP-23,As Submitted,346473461,294014520,581017875
220062,01-OCT-22,30-SEP-23,As Submitted,33643165,51627781,10799101
220063,01-OCT-22,30-SEP-23,As Submitted,546623407,500135895,890751847
220065,01-OCT-22,30-SEP-23,As Submitted,88428380,63649568,163803983
220070,01-OCT-22,30-SEP-23,As Submitted,262240334,202545577,374311508
220071,01-OCT-22,30-SEP-23,As Submitted,3108116822,5766129633,6984246437
220073,01-JAN-23,31-DEC-23,As Submitted,168455899,148596525,197768441
220074,01-OCT-22,30-SEP-23,As Submitted,875146753,1113889959,1736131528
220075,01-OCT-22,30-SEP-23,As Submitted,241235093,56608686,581252645
220077,01-OCT-22,30-SEP-23,As Submitted,1502367726,1545606431,2188173917
220080,01-JAN-23,31-DEC-23,As Submitted,250067681,221625235,268260703
220083,01-OCT-22,30-SEP-23,As Submitted,130834816,80377344,241333715
220084,01-OCT-22,30-SEP-23,As Submitted,350381954,174559052,567494263
220086,01-OCT-22,30-SEP-23,As Submitted,1850194520,3421769355,773703279
220088,01-OCT-22,30-SEP-23,As Submitted,222037395,132512612,264044613
220090,01-OCT-22,30-SEP-23,As Submitted,296752414,181661715,475200035
220095,01-OCT-22,30-SEP-23,As Submitted,173002966,66007531,234066600
220100,01-OCT-22,30-SEP-23,As Submitted,732380159,676398678,786536258
220101,01-OCT-22,30-SEP-23,As Submitted,630960432,696881601,1371874899
220105,01-OCT-22,30-SEP-23,As Submitted,314499307,221124847,534708179
220108,01-OCT-22,30-SEP-23,As Submitted,134284169,119200453,229711235
220110,01-OCT-22,30-SEP-23,As Submitted,2395139086,5300672004,4457386200
220111,01-JAN-23,31-DEC-23,As Submitted,309869383,380913719,303713935
220116,01-OCT-22,30-SEP-23,As Submitted,1124976311,1225210142,1545773651
220119,01-OCT-22,30-SEP-23,As Submitted,312963495,340686201,779667068
220126,01-JAN-23,31-DEC-23,As Submitted,39729518,,57720627
220135,01-OCT-22,30-SEP-23,As Submitted,159605474,150641211,329926366
220162,01-OCT-22,30-SEP-23,As Submitted,,121804712,5532076913
220163,01-OCT-22,30-SEP-23,As Submitted,2212346640,3144049592,4258053691
220171,01-OCT-22,30-SEP-23,As Submitted,962241023,849379928,1597398619
220177,01-OCT-22,30-SEP-23,As Submitted,75838506,12757803,112787482
221300,01-OCT-22,30-SEP-23,As Submitted,,26257359,208668991
221302,01-OCT-22,30-SEP-23,As Submitted,,14625889,127246944
221303,01-OCT-22,30-SEP-23,As Submitted,,8121642,62646818
221990,01-JAN-23,31-DEC-23,As Submitted,,2834537,
222000,01-OCT-22,30-SEP-23,As Submitted,98359119,159639835,14698871
222007,01-OCT-22,30-SEP-23,As Submitted,135965728,167829345,4170200
222027,01-JAN-23,31-DEC-23,As Submitted,40225239,56597376,3752114
222043,01-JAN-23,31-DEC-23,As Submitted,28182678,131845625,116285
222047,01-OCT-22,30-SEP-23,As Submitted,27037814,36144157,9281577
222048,01-OCT-22,30-SEP-23,As Submitted,25472892,34822619,3536977
223026,01-JAN-23,31-DEC-23,As Submitted,55933718,97846055,
223029,01-OCT-22,30-SEP-23,As Submitted,32961736,51489044,1170
223030,01-JAN-23,31-DEC-23,As Submitted,21885959,42953948,
223032,01-OCT-22,30-SEP-23,As Submitted,53586923,50495441,63218443
223034,01-OCT-22,30-SEP-23,As Submitted,177572250,184772369,210206700
223300,01-OCT-22,30-SEP-23,As Submitted,,70057959,33089577
223302,01-OCT-22,30-SEP-23,As Submitted,,1990525993,1636558808
224007,01-OCT-22,30-SEP-23,As Submitted,194440756,287340334,76799008
224013,01-JAN-23,31-DEC-23,As Submitted,36146830,67373434,11732965
224018,01-JAN-23,31-DEC-23,As Submitted,20028294,28215000,26492820
224021,01-JAN-23,31-DEC-23,As Submitted,33427629,43566250,14741616
224022,01-JAN-23,31-DEC-23,As Submitted,40193311,50629224,8032172
224023,01-JAN-23,31-DEC-23,As Submitted,25757275,50806657,4798673
224038,01-JAN-23,31-DEC-23,As Submitted,19080806,46203500,
224039,01-JAN-23,31-DEC-23,As Submitted,19955636,34242601,
224041,01-JAN-23,31-DEC-23,As Submitted,42124066,88287180,
224043,01-JAN-23,31-DEC-23,As Submitted,37519317,99183643,
224044,01-JAN-23,31-DEC-23,As Submitted,30291253,49069024,7291025
224045,01-JAN-23,31-DEC-23,As Submitted,29177010,47358275,1110125
224046,01-JAN-23,31-DEC-23,As Submitted,30008817,70299753,20362200
230003,01-JAN-23,30-JUN-23,As Submitted,36099353,29777752,111655598
230005,01-JAN-23,31-DEC-23,As Submitted,114970339,115235441,482731885
230020,01-JAN-23,31-DEC-23,As Submitted,639335010,1576189887,1680861027
230021,01-JAN-23,30-JUN-23,As Submitted,233002152,238387527,487415263
230022,01-JAN-23,31-DEC-23,As Submitted,74577642,57748955,199941120
230035,01-JAN-23,31-DEC-23,As Submitted,109701610,61282784,279665275
230038,01-JAN-23,31-DEC-23,As Submitted,1875154181,3515251036,2880894359
230041,01-OCT-22,30-SEP-23,As Submitted,292719200,542810815,485422068
230047,01-JAN-23,31-DEC-23,As Submitted,492008065,845025195,933972774
230055,01-JAN-23,31-DEC-23,As Submitted,113640341,72951568,310787694
230071,01-NOV-22,31-OCT-23,As Submitted,15842820,5362800,26799137
230075,01-JAN-23,31-DEC-23,As Submitted,253912756,265175983,529451366
230078,01-JAN-23,30-JUN-23,As Submitted,21157788,11700512,52758705
230080,01-OCT-22,30-SEP-23,As Submitted,145206300,55892139,310176984
230093,01-JAN-23,30-JUN-23,As Submitted,37048076,21973147,98329498
230099,01-JAN-23,31-DEC-23,As Submitted,142660855,160987352,361526199
230105,01-OCT-22,30-SEP-23,As Submitted,213365622,270510520,443940389
230108,01-DEC-22,30-NOV-23,As Submitted,56049660,40137222,176005794
230110,01-JAN-23,30-JUN-23,As Submitted,48891986,25738666,118925471
230130,01-JAN-23,31-DEC-23,As Submitted,1482346320,3242547305,3130375832
230141,01-OCT-22,30-SEP-23,As Submitted,396645161,822425723,818988378
230151,01-JAN-23,31-DEC-23,As Submitted,357791346,658856113,1325600591
230167,01-OCT-22,30-SEP-23,As Submitted,378446726,486171087,965967657
230193,01-OCT-22,30-SEP-23,As Submitted,114269023,209381675,267704757
230207,01-OCT-22,30-SEP-23,As Submitted,182078783,182567739,396063888
230208,01-JAN-23,30-JUN-23,As Submitted,22600155,5086302,58131003
230216,01-OCT-22,30-SEP-23,As Submitted,209313220,297915950,441727763
230227,01-OCT-22,30-SEP-23,As Submitted,315503647,559294689,570409901
230230,01-JAN-23,30-JUN-23,As Submitted,410740337,762648870,953534574
230269,01-JAN-23,31-DEC-23,As Submitted,698593356,1694504577,1953611745
230275,01-JAN-23,31-DEC-23,As Submitted,51406460,65867586,1067713
230277,01-NOV-22,31-OCT-23,As Submitted,154666379,502254398,737640307
230297,01-OCT-22,30-SEP-23,As Submitted,263821952,236382698,917235279
231303,01-JAN-23,31-DEC-23,As Submitted,,5936073,87540948
231304,01-JAN-23,31-DEC-23,As Submitted,37082956,7101546,51891555
231307,01-OCT-22,30-SEP-23,As Submitted,,5689751,35796258
231313,01-JAN-23,31-DEC-23,As Submitted,16493999,4429772,13914101
231314,01-OCT-22,30-SEP-23,As Submitted,,2707842,35943033
231316,01-OCT-22,31-DEC-22,As Submitted,,2398714,18121290
231316,01-JAN-23,31-DEC-23,As Submitted,,10773269,112882245
231317,01-JAN-23,06-OCT-23,As Submitted,12272546,2914067,19852954
231323,01-JAN-23,31-DEC-23,As Submitted,60186697,8911193,184327755
231326,01-JAN-23,30-JUN-23,As Submitted,,9380955,69745934
231327,01-JAN-23,30-JUN-23,As Submitted,,8870106,65493988
231329,01-OCT-22,30-SEP-23,As Submitted,,2263219,26251487
231331,01-JAN-23,30-JUN-23,As Submitted,,7191813,75172859
231332,01-JAN-23,31-DEC-23,As Submitted,56399540,15415516,156871187
231337,01-OCT-22,30-SEP-23,As Submitted,,44261013,330235224
231338,01-JAN-23,31-DEC-23,As Submitted,,34844136,264550369
231339,01-JAN-23,31-DEC-23,As Submitted,,27209566,230337859
231340,01-OCT-22,30-SEP-23,As Submitted,,14850703,70366917
232020,01-OCT-22,30-SEP-23,Settled,5970583,23869463,4050
232023,01-JAN-23,31-DEC-23,As Submitted,53245314,425391960,
232037,01-JAN-23,30-JUN-23,As Submitted,8735222,28501312,
232039,01-OCT-22,30-SEP-23,As Submitted,8858329,18189895,
